Scale,Region_Name,Season_Name,Metrics,Sens_Slope,P_Value,Change_Point_Year,Change_Point_pvalue,lm_slope,Sens_Slope_pre,P_Value_pre,Sens_Slope_post,P_Value_post,Trend_Decadal,Trend_Decadal_lm,Trend_Decadal_pre,Trend_Decadal_post
Region x Season,Temperate Southern Africa,Autumn,Nevents,0.014543991,4.14E-04,1998,0.005474215,0.016275759,-0.005446748,0.650,0.01902403,0.0371,0.145,0.162757589,-0.054,0.190
Region x Season,Temperate Southern Africa,Autumn,Mean_Intensity,0.002684209,0.176499549,2005,0.457459815,0.002191303,0.001676189,0.823,-0.004793109,0.6505,0.027,0.021913031,0.017,-0.048
Region x Season,Temperate Southern Africa,Autumn,Maximum_Intensity,0.006695805,0.098013943,2006,0.203895942,0.004962479,-3.67E-04,0.944,-1.77E-04,1.0000,0.067,0.049624791,-0.004,-0.002
Region x Season,Temperate Southern Africa,Autumn,Cumulative_Intensity,0.341308112,0.002267334,2009,0.049684303,0.433162883,0.124333538,0.333,1.386256301,0.1606,3.413,4.331628832,1.243,13.863
Region x Season,Temperate Southern Africa,Winter,Number_MHW_days,0.197172222,0.001792069,2004,0.012265079,0.239688781,0.034594686,0.792,0.475613858,0.1727,1.972,2.396887809,0.346,4.756
Region x Season,Temperate Southern Africa,Winter,Nevents,0.012169935,0.003580246,1997,0.015185229,0.012813268,-0.015640767,0.163,0.016290169,0.0798,0.122,0.128132684,-0.156,0.163
Region x Season,Temperate Southern Africa,Winter,Mean_Intensity,0.006332484,0.001104298,2002,0.025898761,0.006403847,0.00695189,0.194,0.00478539,0.3810,0.063,0.064038472,0.070,0.048
Region x Season,Temperate Southern Africa,Winter,Maximum_Intensity,0.012855889,1.76E-04,2006,0.006582661,0.012997658,0.008450344,0.129,0.011305126,0.4995,0.129,0.12997658,0.085,0.113
Region x Season,Temperate Southern Africa,Winter,Cumulative_Intensity,0.315160445,9.36E-04,2004,0.011246408,0.426209732,0.079152332,0.561,0.74753182,0.1727,3.152,4.262097316,0.792,7.475
Region x Season,Temperate Southern Africa,Spring,Number_MHW_days,0.144199091,0.004637351,2002,0.011745779,0.169640997,-0.017394647,0.740,0.203720934,0.2300,1.442,1.696409966,-0.174,2.037
Region x Season,Temperate Southern Africa,Spring,Nevents,0.010398983,0.019786863,2002,0.018714846,0.010640574,-0.004733074,0.566,0.006672486,0.7212,0.104,0.106405744,-0.047,0.067
Region x Season,Temperate Southern Africa,Spring,Mean_Intensity,0.004726324,0.016919054,2003,0.07363152,0.004902392,0.001454105,0.910,0.00360756,0.4011,0.047,0.04902392,0.015,0.036
Region x Season,Temperate Southern Africa,Spring,Maximum_Intensity,0.009875561,0.001469032,2003,0.011246408,0.009495946,0.006640857,0.463,0.008705841,0.4415,0.099,0.094959461,0.066,0.087
Region x Season,Temperate Southern Africa,Spring,Cumulative_Intensity,0.266309289,0.001355162,2002,0.005734042,0.312551272,0.020096529,0.928,0.317920463,0.2561,2.663,3.125512719,0.201,3.179
Region x Season,Temperate Australasia,Summer,Number_MHW_days,0.34103033,5.78E-07,1997,9.45E-05,0.372497603,-0.08555121,0.499,0.449019929,0.0016,3.410,3.724976031,-0.856,4.490
Region x Season,Temperate Australasia,Summer,Nevents,0.024963981,5.12E-07,2004,1.00E-04,0.025510084,0.010237726,0.205,0.041449629,0.0080,0.250,0.255100838,0.102,0.414
Region x Season,Temperate Australasia,Summer,Mean_Intensity,0.002368954,0.082563101,2009,0.133626528,0.002572761,-0.001327614,0.621,0.005157438,0.5022,0.024,0.025727612,-0.013,0.052
Region x Season,Temperate Australasia,Summer,Maximum_Intensity,0.008700768,0.005757261,2008,0.005734042,0.009361832,-0.001217042,0.835,0.007920295,0.7426,0.087,0.093618322,-0.012,0.079
Region x Season,Temperate Australasia,Summer,Cumulative_Intensity,0.627160247,1.33E-06,1997,1.35E-04,0.700325413,-0.203344825,0.392,0.881974833,0.0022,6.272,7.003254132,-2.033,8.820
Region x Season,Temperate Australasia,Autumn,Number_MHW_days,0.392609627,1.18E-05,1997,1.13E-04,0.506972915,-0.044629536,0.753,0.448534514,0.0650,3.926,5.069729154,-0.446,4.485
Region x Season,Temperate Australasia,Autumn,Nevents,0.022871335,3.03E-05,1997,1.81E-04,0.024293001,-0.00544316,0.558,0.016149206,0.0798,0.229,0.242930013,-0.054,0.161
Region x Season,Temperate Australasia,Autumn,Mean_Intensity,3.34E-04,0.833876179,2007,0.622041069,5.74E-04,-0.004406231,0.064,4.83E-04,1.0000,0.003,0.00573914,-0.044,0.005
Region x Season,Temperate Australasia,Autumn,Maximum_Intensity,0.005034046,0.059080245,2006,0.017223389,0.006640336,-0.008778665,0.183,0.003328365,0.7526,0.050,0.066403357,-0.088,0.033
Region x Season,Temperate Australasia,Autumn,Cumulative_Intensity,0.619300286,3.03E-05,1997,1.44E-04,0.792019027,-0.084451397,0.558,0.698203187,0.0973,6.193,7.920190272,-0.845,6.982
Region x Season,Temperate Australasia,Winter,Number_MHW_days,0.346093888,6.12E-05,1997,8.89E-05,0.411994327,-0.03288107,0.753,0.128313114,0.3875,3.461,4.119943267,-0.329,1.283
Region x Season,Temperate Australasia,Winter,Nevents,0.021251247,1.76E-04,1997,1.00E-04,0.023162954,-0.00314642,0.822,0.003515707,0.7261,0.213,0.231629535,-0.031,0.035
Region x Season,Temperate Australasia,Winter,Mean_Intensity,6.79E-04,0.470040488,2005,0.341633261,0.001219946,-0.002004725,0.309,-7.33E-04,0.4838,0.007,0.012199461,-0.020,-0.007
Region x Season,Temperate Australasia,Winter,Maximum_Intensity,0.004934155,0.009053987,2005,0.016518311,0.005863867,5.02E-04,0.901,0.002583455,0.9016,0.049,0.058638671,0.005,0.026
Region x Season,Temperate Australasia,Winter,Cumulative_Intensity,0.4647277,7.44E-05,1997,7.88E-05,0.547520828,-0.037371215,0.822,0.242497788,0.4982,4.647,5.475208277,-0.374,2.425
Region x Season,Temperate Australasia,Spring,Number_MHW_days,0.258092298,2.42E-04,1997,8.21E-04,0.298852235,-0.094769715,0.344,0.263759975,0.1412,2.581,2.988522348,-0.948,2.638
Region x Season,Temperate Australasia,Spring,Nevents,0.018526728,0.001469032,1997,0.00153752,0.019206826,-0.009074033,0.300,0.010813635,0.4691,0.185,0.192068258,-0.091,0.108
Region x Season,Temperate Australasia,Spring,Mean_Intensity,0.001385782,0.289033543,2006,0.106732232,0.002130307,-0.005153641,0.034,0.005323242,0.3923,0.014,0.021303073,-0.052,0.053
Region x Season,Temperate Australasia,Spring,Maximum_Intensity,0.006397355,0.03112731,2006,0.010766299,0.008228237,-0.004327448,0.252,0.006638655,0.6204,0.064,0.082282374,-0.043,0.066
Region x Season,Temperate Australasia,Spring,Cumulative_Intensity,0.393794682,5.88E-04,1997,0.001250857,0.450294139,-0.135295204,0.224,0.407658889,0.1831,3.938,4.502941386,-1.353,4.077
Region x Season,Southern Ocean,Summer,Number_MHW_days,-0.092366808,0.015875547,1997,0.090406584,-0.075954031,0.031990712,0.964,-0.107186449,0.2723,-0.924,-0.759540311,0.320,-1.072
Region x Season,Southern Ocean,Summer,Nevents,-0.009394778,6.41E-04,1993,0.011246408,-0.009777439,0.013998222,0.451,-0.008646399,0.0747,-0.094,-0.097774392,0.140,-0.086
Region x Season,Southern Ocean,Summer,Mean_Intensity,0.001007019,0.435026428,2016,0.121490417,0.002811527,-0.001470438,0.140,0.020188594,0.7071,0.010,0.02811527,-0.015,0.202
Region x Season,Southern Ocean,Summer,Maximum_Intensity,7.29E-04,0.717963344,2016,0.146733186,0.003061614,-0.004502191,0.057,0.039076958,0.7071,0.007,0.030616143,-0.045,0.391
Region x Season,Southern Ocean,Summer,Cumulative_Intensity,-0.088835153,0.054552843,1993,0.110274822,-0.057830754,0.4008617,0.244,-0.054694847,0.5609,-0.888,-0.578307544,4.009,-0.547
Region x Season,Southern Ocean,Autumn,Number_MHW_days,-0.059135345,0.059080245,1995,0.146733186,-0.021355618,0.03573874,0.827,-0.025832812,0.8025,-0.591,-0.213556184,0.357,-0.258
Region x Season,Southern Ocean,Autumn,Nevents,-0.007596705,0.002179335,1994,0.0103048,-0.006888301,0.003472656,0.541,-0.004233525,0.2951,-0.076,-0.068883006,0.035,-0.042
Region x Season,Southern Ocean,Autumn,Mean_Intensity,0.007805365,4.33E-04,2005,26,0.008214851,-0.003812924,0.107,0.021115878,0.0058,0.078,0.082148514,-0.038,0.211
Region x Season,Southern Ocean,Autumn,Maximum_Intensity,0.010416111,7.27E-04,2005,4.51E-04,0.010614296,-0.007407516,0.078,0.029647881,0.0020,0.104,0.106142957,-0.074,0.296
Region x Season,Southern Ocean,Autumn,Cumulative_Intensity,0.018695357,0.470040488,2008,0.151326393,0.054215689,-0.05909204,0.033,0.065906514,0.5841,0.187,0.542156889,-0.591,0.659
Region x Season,Southern Ocean,Winter,Number_MHW_days,-0.159054633,3.04E-04,2006,1.71E-04,-0.173231352,-0.029873565,0.591,0.107807895,0.3923,-1.591,-1.732313516,-0.299,1.078
Region x Season,Southern Ocean,Winter,Nevents,-0.013991843,3.71E-05,2005,5.45E-05,-0.015743597,-0.001828914,0.673,-0.002987325,0.6505,-0.140,-0.157435973,-0.018,-0.030
Region x Season,Southern Ocean,Winter,Mean_Intensity,0.0110965,1.10E-04,2005,6.82E-06,0.013177345,-0.002789808,0.087,0.021755814,0.0529,0.111,0.131773449,-0.028,0.218
Region x Season,Southern Ocean,Winter,Maximum_Intensity,0.015659086,1.21E-04,2005,5.95E-06,0.018662728,-0.003978194,0.078,0.03023779,0.0638,0.157,0.186627285,-0.040,0.302
Region x Season,Southern Ocean,Winter,Cumulative_Intensity,0.019676606,0.155164858,2008,0.05543276,0.028909752,-0.02847571,0.095,0.07362236,0.3244,0.197,0.289097517,-0.285,0.736
Region x Season,Southern Ocean,Spring,Number_MHW_days,-0.152661959,5.39E-04,2005,1.42E-05,-0.150868538,0.077368194,0.107,-0.096386805,0.4338,-1.527,-1.508685376,0.774,-0.964
Region x Season,Southern Ocean,Spring,Nevents,-0.014430604,1.53E-04,2005,3.67E-06,-0.014768125,0.005335304,0.118,-0.008733738,0.3031,-0.144,-0.147681248,0.053,-0.087
Region x Season,Southern Ocean,Spring,Mean_Intensity,0.014338693,8.11E-06,2005,2.40E-05,0.015657124,-0.002406083,0.413,0.036213306,0.0008,0.143,0.156571238,-0.024,0.362
Region x Season,Southern Ocean,Spring,Maximum_Intensity,0.019701022,1.12E-05,2005,4.52E-05,0.020440738,-0.003582622,0.442,0.049899624,0.0006,0.197,0.204407384,-0.036,0.499
Region x Season,Southern Ocean,Spring,Cumulative_Intensity,-0.007446535,0.666404183,2002,0.674671314,0.005969689,0.048523301,0.156,0.019800031,0.6732,-0.074,0.059696894,0.485,0.198
